,agg_dob_first,agg_dob_second,agg_height_first,agg_height_second,agg_reach_first,agg_reach_second,agg_stand_first,agg_stand_second,agg_str_acc_first,agg_str_acc_second,agg_weight_first,date_card,first_fighter_res,first_sig_str_,first_sig_str_percentage,first_total_str,method,second_sig_str_percentage,second_total_str,time,type
1127,17-May-95,24-May-91,"5' 5""","5' 5""","63""","63""",Orthodox,Orthodox,49%,30%,125 lbs.,1-Dec-17,W,2 of 6,33%,4 of 8, Submission ,60%,13 of 20,2:12,
1128,28-Feb-79,24-Oct-91,"6' 1""","5' 9""","75""","71""",Orthodox,Southpaw,38%,42%,185 lbs.,25-Nov-17,L,7 of 24,29%,7 of 24, KO/TKO ,51%,14 of 27,2:30,perf
1129,20-Mar-88,22-Dec-86,"6' 0""","5' 11""","71""","72""",Orthodox,Orthodox,42%,36%,170 lbs.,25-Nov-17,W,26 of 50,52%,27 of 51, KO/TKO ,29%,5 of 17,2:57,perf
1130,14-Mar-86,20-Jun-88,"5' 9""","5' 10""","71""","73""",Orthodox,Southpaw,43%,50%,145 lbs.,25-Nov-17,W,71 of 164,43%,75 of 169, Decision - Split ,39%,49 of 124,5:00,
1131,14-May-90,25-Sep-87,"6' 0""","5' 10""","74""","72""",Orthodox,Orthodox,38%,35%,155 lbs.,5-Aug-17,L,2 of 7,28%,2 of 7, Submission ,50%,7 of 13,2:01,
1132,1-Mar-91,11-Oct-90,"6' 1""","5' 8""","73""","72""",Orthodox,Orthodox,48%,42%,145 lbs.,25-Nov-17,W,34 of 70,48%,60 of 101, Submission ,58%,23 of 38,4:30,perf
1133,10-Mar-90,26-Mar-90,"6' 0""","6' 0""","71""","74""",Orthodox,Orthodox,46%,37%,170 lbs.,25-Nov-17,W,14 of 14,100%,15 of 15, KO/TKO ,33%,1 of 3,0:15,
1134,11-Apr-91,16-Jun-89,"5' 4""","5' 5""","65""","63""",Orthodox,Orthodox,43%,42%,115 lbs.,25-Nov-17,L,52 of 134,38%,139 of 233, Decision - Unanimous ,45%,106 of 222,5:00,
1135,2-Dec-97,20-Jun-87,"5' 8""","5' 7""","67""","72""",Orthodox,Orthodox,42%,10%,145 lbs.,25-Nov-17,W,8 of 29,27%,9 of 30, Submission ,10%,3 of 30,4:16,perf
1136,16-Nov-89,2-Sep-81,"6' 4""","6' 3""","78""","76""",Orthodox,Orthodox,45%,44%,250 lbs.,25-Nov-17,L,5 of 13,38%,5 of 13, KO/TKO ,60%,6 of 10,1:24,
1137,18-Feb-80,19-Sep-89,"6' 1""","6' 2""","79""","75""",Orthodox,Orthodox,54%,45%,205 lbs.,29-Jul-17,L,2 of 4,50%,2 of 4, KO/TKO ,63%,13 of 20,0:42,perf
1138,18-Apr-96,19-Aug-88,"5' 8""","5' 6""","66""","68""",Orthodox,Southpaw,45%,49%,125 lbs.,25-Nov-17,L,22 of 51,43%,41 of 72, Decision - Unanimous ,58%,202 of 255,5:00,
1139,7-Jul-91,7-Feb-86,"5' 8""","5' 6""","65""","67""",Orthodox,Orthodox,38%,41%,135 lbs.,4-Nov-17,L,18 of 53,33%,19 of 54, KO/TKO ,24%,23 of 85,2:41,belt perf
1140,1-Mar-89,11-Aug-90,"5' 9""","5' 8""","69""","69""",Orthodox,Orthodox,42%,37%,135 lbs.,25-Nov-17,L,17 of 60,28%,37 of 81, Decision - Unanimous ,26%,35 of 109,5:00,
1141,24-Dec-85,7-Apr-95,"6' 0""","6' 3""","74""","72""",Orthodox,Orthodox,39%,52%,247 lbs.,25-Nov-17,W,20 of 35,57%,91 of 119, Submission ,44%,11 of 22,2:33,
1142,19-Aug-94,18-Dec-88,"5' 11""","6' 0""","73""","76""",Orthodox,Southpaw,44%,34%,170 lbs.,18-Nov-17,W,20 of 34,58%,50 of 69, Decision - Split ,50%,113 of 163,5:00,
1143,30-Jul-77,9-Nov-85,"6' 4""","6' 3""","77""","78""",Orthodox,Orthodox,52%,50%,231 lbs.,18-Nov-17,W,155 of 265,58%,179 of 290, Decision - Unanimous ,49%,137 of 269,5:00,
1144,11-Feb-89,28-Nov-87,"5' 6""","5' 5""","64""","64""",Orthodox,Orthodox,42%,51%,125 lbs.,18-Nov-17,L,65 of 145,44%,81 of 162, Decision - Split ,58%,108 of 181,5:00,
1145,20-Feb-84,9-Jul-88,"6' 2""","5' 11""","75""","72""",Orthodox,Orthodox,48%,42%,170 lbs.,18-Nov-17,L,91 of 234,38%,93 of 236, Decision - Split ,39%,90 of 224,5:00,
1146,18-Aug-87,29-Jun-92,"5' 6""","5' 5""","65""","65""",Orthodox,Orthodox,48%,40%,115 lbs.,4-Nov-17,L,5 of 42,11%,5 of 42, KO/TKO ,44%,18 of 37,3:03,belt perf
1147,22-May-84,8-Dec-81,"5' 10""","5' 7""","71""","70""",Orthodox,Orthodox,39%,34%,155 lbs.,11-Nov-17,L,1 of 7,14%,1 of 7, KO/TKO ,60%,31 of 48,1:07,
1148,31-May-88,31-Oct-77,"6' 1""","6' 0""","75""","70""",Orthodox,Southpaw,42%,38%,185 lbs.,18-Nov-17,W,118 of 250,47%,128 of 261, Decision - Unanimous ,35%,54 of 133,5:00,
1149,29-Sep-88,31-Jul-93,"5' 6""","5' 8""","71""","72""",Orthodox,Orthodox,55%,40%,145 lbs.,18-Nov-17,W,68 of 114,59%,79 of 128, Decision - Unanimous ,22%,20 of 83,5:00,
1150,25-Aug-89,15-Sep-85,"5' 5""","5' 6""","68""","67""",Orthodox,Southpaw,41%,43%,125 lbs.,18-Nov-17,W,45 of 93,48%,47 of 95, KO/TKO ,41%,43 of 102,2:38,
1151,13-Aug-84,8-Oct-86,"5' 8""","5' 10""","68""","72""",Orthodox,Orthodox,47%,59%,145 lbs.,18-Nov-17,W,34 of 82,41%,40 of 88, Submission ,62%,49 of 78,2:05,perf
1152,27-Nov-81,16-Mar-93,"5' 11""","6' 2""","76""","75""",Orthodox,Southpaw,56%,50%,205 lbs.,18-Nov-17,L,10 of 19,52%,19 of 28, KO/TKO ,61%,22 of 36,4:35,perf
1153,25-Dec-84,18-May-89,"5' 10""","5' 10""","68""","73""",Orthodox,Orthodox,38%,46%,155 lbs.,18-Nov-17,L,104 of 251,41%,115 of 263, Decision - Split ,51%,212 of 360,5:00,fight
1154,25-Oct-78,15-Nov-95,"5' 3""","5' 5""","63""","66""",Southpaw,Southpaw,54%,41%,115 lbs.,18-Nov-17,L,45 of 70,64%,79 of 108, Decision - Unanimous ,49%,134 of 204,5:00,
1155,1-Aug-88,2-Feb-91,"5' 5""","5' 6""","68""","68""",Orthodox,Orthodox,42%,42%,125 lbs.,18-Nov-17,L,5 of 30,16%,20 of 46, Decision - Unanimous ,74%,184 of 225,5:00,
1156,14-Apr-80,5-Feb-92,"6' 5""","6' 5""","76""","81""",Orthodox,Orthodox,65%,38%,260 lbs.,18-Nov-17,L,32 of 57,56%,44 of 75, Decision - Unanimous ,44%,73 of 129,5:00,
1157,,,,,,,,,,,,10-Dec-08,W,15 of 29,51%,19 of 33, Submission ,23%,15 of 58,4:04,sub
1158,19-Jan-89,27-Jan-87,"5' 9""","5' 10""","72""","72""",Southpaw,Orthodox,50%,47%,155 lbs.,11-Nov-17,W,53 of 100,53%,71 of 119, KO/TKO ,62%,46 of 66,2:08,fight
1159,10-Jan-81,31-Dec-81,"6' 0""","5' 10""","75""","72""",Orthodox,Southpaw,54%,37%,170 lbs.,11-Nov-17,W,18 of 34,52%,20 of 36, KO/TKO ,60%,13 of 21,3:44,perf
1160,15-Mar-91,4-Feb-79,"6' 3""","6' 3""","74""","77""",Orthodox,Orthodox,51%,44%,264 lbs.,11-Nov-17,L,48 of 106,45%,74 of 133, Decision - Unanimous ,45%,106 of 217,5:00,
1161,20-Apr-79,15-Feb-85,"6' 0""","6' 1""","74""","78""",Orthodox,Southpaw,49%,42%,185 lbs.,11-Nov-17,L,36 of 65,55%,51 of 82, Decision - Split ,58%,96 of 135,5:00,
1162,19-Jul-82,21-Jan-87,"5' 5""","5' 7""","66""","69""",Orthodox,Southpaw,40%,50%,135 lbs.,11-Nov-17,W,46 of 154,29%,48 of 156, KO/TKO ,36%,36 of 95,1:50,perf
1163,26-Sep-84,26-Apr-88,"5' 3""","5' 6""","66""","67""",Orthodox,Orthodox,40%,39%,135 lbs.,11-Nov-17,L,43 of 105,40%,47 of 109, Decision - Split ,34%,45 of 131,5:00,
1164,19-Dec-90,28-Aug-93,"5' 5""","5' 1""","66""","63""",Southpaw,Orthodox,65%,30%,115 lbs.,11-Nov-17,W,71 of 106,66%,144 of 197, Decision - Unanimous ,56%,69 of 104,5:00,
1165,1-Mar-96,22-Dec-84,"6' 0""","5' 10""","71""","73""",Orthodox,Orthodox,52%,29%,170 lbs.,11-Nov-17,W,79 of 161,49%,82 of 166, Decision - Unanimous ,34%,55 of 161,5:00,
1166,12-Jan-85,3-Dec-85,"5' 3""","5' 5""","64""","64""",Orthodox,Orthodox,50%,47%,115 lbs.,11-Nov-17,L,107 of 230,46%,108 of 233, Decision - Unanimous ,46%,146 of 312,5:00,
1167,24-Feb-83,12-Apr-90,"6' 2""","6' 0""","78""","75""",Orthodox,Orthodox,49%,57%,205 lbs.,21-Oct-17,W,33 of 44,75%,50 of 63, Submission ,34%,31 of 60,3:02,perf
1168,12-Dec-84,27-Feb-91,"5' 11""","6' 1""","75""","76""",Orthodox,Orthodox,36%,39%,170 lbs.,11-Nov-17,L,62 of 260,23%,104 of 309, Decision - Unanimous ,30%,109 of 288,5:00,
1169,25-Oct-88,22-Oct-85,"6' 3""","6' 1""","78""","74""",Orthodox,Orthodox,42%,46%,230 lbs.,11-Nov-17,W,94 of 247,38%,124 of 279, Decision - Unanimous ,42%,65 of 146,5:00,
1170,30-Dec-90,4-Oct-90,"6' 0""","6' 1""","74""","74""",Orthodox,Southpaw,45%,51%,185 lbs.,11-Nov-17,L,6 of 20,30%,6 of 20, Submission ,73%,21 of 29,3:41,
1171,28-Feb-79,19-May-81,"6' 1""","5' 11""","75""","76""",Orthodox,Orthodox,38%,53%,185 lbs.,4-Nov-17,L,27 of 106,25%,49 of 128, Submission ,49%,68 of 131,4:23,belt perf
1172,11-Feb-83,12-Nov-84,"6' 0""","5' 11""","75""","74""",Orthodox,Orthodox,43%,48%,170 lbs.,4-Nov-17,W,70 of 156,44%,70 of 156, Decision - Unanimous ,29%,42 of 142,5:00,
1173,12-Sep-83,21-Apr-91,"5' 9""","6' 1""","69""","72""",Southpaw,Orthodox,45%,57%,185 lbs.,4-Nov-17,L,27 of 54,50%,27 of 54, KO/TKO ,54%,49 of 90,1:23,
1174,23-Feb-87,18-Feb-88,"6' 3""","5' 10""","76""","73""",Orthodox,Orthodox,39%,34%,155 lbs.,4-Nov-17,W,42 of 137,30%,43 of 138, KO/TKO ,37%,26 of 67,4:59,
1175,10-Jun-83,22-Nov-83,"6' 5""","6' 4""","77""","77""",Southpaw,Orthodox,39%,53%,250 lbs.,4-Nov-17,L,21 of 38,55%,34 of 53, DQ ,20%,9 of 22,4:29,
1176,8-Apr-83,22-Sep-89,"6' 3""","6' 3""","80""","79""",Southpaw,Orthodox,46%,46%,205 lbs.,4-Nov-17,W,23 of 49,46%,30 of 56, KO/TKO ,66%,60 of 87,1:25,perf
1177,8-Jul-90,22-Jan-92,"6' 3""","6' 2""","78""","74""",Orthodox,Switch,47%,46%,170 lbs.,4-Nov-17,W,41 of 70,58%,60 of 99, Decision - Unanimous ,43%,57 of 74,5:00,
1178,20-Jun-77,18-Feb-91,"6' 2""","6' 4""","80""","80""",Orthodox,Orthodox,50%,53%,240 lbs.,4-Nov-17,L,34 of 68,50%,41 of 75, TKO - Doctor's Stoppage ,38%,50 of 112,1:39,
1179,19-Nov-87,1-Aug-95,"5' 8""","5' 9""","68""","72""",Orthodox,Orthodox,40%,41%,135 lbs.,4-Nov-17,L,46 of 105,43%,47 of 106, KO/TKO ,44%,45 of 97,1:58,perf
1180,4-Jan-84,30-May-78,"6' 1""","6' 1""","77""","74""",Southpaw,Southpaw,47%,53%,185 lbs.,28-Oct-17,W,10 of 24,41%,10 of 24, KO/TKO ,30%,3 of 10,2:30,perf
1181,6-Nov-77,22-Feb-88,"6' 1""","5' 11""","72""","72""",Southpaw,Orthodox,43%,38%,170 lbs.,28-Oct-17,L,53 of 151,35%,59 of 157, Decision - Unanimous ,27%,121 of 351,5:00,
1182,7-Sep-86,25-Jun-87,"5' 6""","5' 8""","65""","71""",Orthodox,Orthodox,43%,43%,135 lbs.,28-Oct-17,W,20 of 48,41%,20 of 48, Submission ,44%,30 of 68,4:03,perf
1183,24-Aug-78,30-Aug-83,"5' 9""","5' 8""","70""","71""",Southpaw,Southpaw,43%,40%,155 lbs.,28-Oct-17,W,63 of 140,45%,84 of 165, Decision - Unanimous ,42%,61 of 109,5:00,
1184,7-Jan-84,10-Jun-88,"6' 2""","6' 1""","76""","77""",Orthodox,Orthodox,48%,45%,205 lbs.,28-Oct-17,W,28 of 79,35%,29 of 80, KO/TKO ,17%,5 of 28,4:59,
1185,12-Jun-90,2-Dec-92,"5' 3""","5' 8""","67""","70""",Orthodox,Switch,40%,49%,135 lbs.,28-Oct-17,W,77 of 171,45%,93 of 188, Decision - Unanimous ,41%,50 of 118,5:00,
1186,27-Nov-91,29-Sep-89,"5' 11""","6' 0""","75""","76""",Orthodox,Orthodox,54%,41%,170 lbs.,28-Oct-17,W,61 of 113,53%,61 of 113, Submission ,25%,26 of 100,4:08,
1187,16-Mar-90,19-Dec-89,"6' 2""","6' 0""","79""","73""",Orthodox,Orthodox,42%,25%,185 lbs.,28-Oct-17,W,11 of 27,40%,35 of 51, Submission ,6%,4 of 18,4:30,
1188,16-Jun-84,6-Sep-88,"5' 8""","5' 9""","69""","68""",Orthodox,Orthodox,41%,56%,155 lbs.,28-Oct-17,L,32 of 106,30%,41 of 115, Decision - Unanimous ,48%,163 of 285,5:00,
1189,11-Dec-86,29-Nov-85,"5' 11""","5' 11""","73""","76""",Orthodox,Orthodox,39%,48%,170 lbs.,28-Oct-17,W,84 of 176,47%,94 of 186, Decision - Unanimous ,38%,61 of 144,5:00,fight
1190,18-Dec-87,2-May-93,"5' 5""","5' 3""","68""","62""",Orthodox,Switch,56%,46%,125 lbs.,28-Oct-17,W,19 of 48,39%,22 of 52, Decision - Split ,57%,82 of 112,5:00,
1191,29-Mar-83,24-Dec-92,"6' 1""","6' 0""","73""","74""",Orthodox,Southpaw,46%,46%,170 lbs.,21-Oct-17,L,14 of 24,58%,14 of 24, KO/TKO ,43%,24 of 55,4:20,perf
1192,15-Oct-85,7-May-86,"5' 3""","5' 1""","64""","64""",Orthodox,Orthodox,39%,31%,115 lbs.,21-Oct-17,W,127 of 333,38%,142 of 348, Decision - Unanimous ,37%,66 of 176,5:00,
1193,24-Jan-90,17-Jul-87,"6' 0""","6' 2""","76""","75""",Southpaw,Southpaw,52%,48%,185 lbs.,21-Oct-17,W,56 of 93,60%,80 of 121, Decision - Unanimous ,28%,17 of 60,5:00,
1194,18-Jan-92,22-Aug-95,"5' 9""","5' 10""","71""","72""",Orthodox,Southpaw,34%,47%,155 lbs.,21-Oct-17,W,19 of 89,21%,59 of 137, Decision - Unanimous ,36%,43 of 94,5:00,
1195,20-Feb-90,19-Aug-86,"5' 5""","5' 6""","70""","66""",Orthodox,Switch,36%,39%,135 lbs.,21-Oct-17,L,43 of 112,38%,45 of 114, KO/TKO ,53%,116 of 194,3:39,fight
1196,6-May-86,23-May-87,"6' 2""","5' 10""","75""","76""",Southpaw,Southpaw,43%,45%,205 lbs.,21-Oct-17,L,29 of 70,41%,56 of 99, Decision - Unanimous ,53%,51 of 84,5:00,
1197,8-Apr-83,21-Jul-81,"6' 3""","6' 2""","80""","75""",Southpaw,Southpaw,46%,38%,205 lbs.,22-Sep-17,W,0 of 0,0%,3 of 3, Submission ,0%,0 of 0,1:50,perf
1198,11-Aug-86,25-Jun-90,"5' 9""","5' 11""","65""","74""",Southpaw,Orthodox,41%,36%,145 lbs.,21-Oct-17,L,55 of 116,47%,77 of 140, Decision - Unanimous ,37%,76 of 166,5:00,
1199,28-Sep-89,4-Jan-91,"5' 10""","5' 11""","72""","72""",Orthodox,Orthodox,46%,47%,170 lbs.,21-Oct-17,L,35 of 74,47%,49 of 88, Decision - Unanimous ,40%,55 of 113,5:00,
1200,13-Mar-82,1-Mar-95,"5' 7""","5' 6""","65""","66""",Orthodox,Orthodox,57%,55%,135 lbs.,21-Oct-17,L,41 of 64,64%,50 of 73, KO/TKO ,43%,45 of 84,2:33,
1201,9-Feb-88,4-Mar-85,"5' 8""","5' 6""","73""","70""",Orthodox,Orthodox,45%,39%,135 lbs.,21-Oct-17,L,43 of 134,32%,44 of 136, Decision - Unanimous ,31%,78 of 231,5:00,
1202,12-Feb-84,4-Sep-92,"5' 11""","5' 9""","76""","77""",Orthodox,Orthodox,45%,42%,155 lbs.,7-Oct-17,W,54 of 103,52%,57 of 106, Submission ,46%,71 of 137,4:02,belt
1203,13-Aug-86,4-Aug-93,"5' 3""","5' 4""","66""","63""",Orthodox,Orthodox,54%,52%,125 lbs.,7-Oct-17,W,64 of 81,79%,172 of 212, Submission ,44%,22 of 39,3:15,belt perf
1204,30-Jul-77,10-Jun-83,"6' 4""","6' 5""","77""","77""",Orthodox,Southpaw,52%,39%,231 lbs.,7-Oct-17,W,0 of 1,0%,0 of 1, Submission ,0%,0 of 0,1:05,
1205,3-Jun-86,23-Jul-86,"5' 6""","5' 7""","69""",--,Orthodox,Switch,37%,56%,125 lbs.,7-Oct-17,W,3 of 5,60%,16 of 18, Submission ,0%,0 of 4,2:54,
1206,6-May-89,18-Dec-81,"5' 10""","5' 10""","72""","70""",Southpaw,Southpaw,49%,39%,155 lbs.,7-Oct-17,D,81 of 157,51%,92 of 168, Decision - Majority ,31%,66 of 149,5:00,
1207,21-Jun-93,9-Nov-89,"5' 7""","5' 6""","68""","64""",Orthodox,Orthodox,45%,46%,135 lbs.,7-Oct-17,L,33 of 98,33%,76 of 145, Decision - Split ,39%,81 of 185,5:00,
1208,14-Mar-92,9-Sep-86,"5' 9""","5' 10""","71""","71""",Orthodox,Orthodox,44%,51%,155 lbs.,7-Oct-17,D,104 of 232,44%,111 of 239, Decision - Split ,40%,104 of 246,5:00,fight
1209,12-Aug-86,15-Dec-88,"5' 4""","5' 8""",--,"67""",Orthodox,Orthodox,37%,57%,115 lbs.,7-Oct-17,L,27 of 58,46%,89 of 124, Decision - Unanimous ,63%,157 of 212,5:00,
1210,15-Jan-90,18-May-86,"5' 8""","5' 8""","70""","69""",Orthodox,Orthodox,38%,37%,125 lbs.,7-Oct-17,W,38 of 140,27%,38 of 140, Decision - Unanimous ,31%,45 of 120,5:00,
1211,20-Mar-84,22-Aug-88,"5' 6""","5' 5""","66""","65""",Orthodox,Orthodox,43%,51%,125 lbs.,7-Oct-17,W,8 of 14,57%,8 of 14, KO/TKO ,50%,5 of 10,1:38,perf
1212,6-Sep-81,21-Dec-87,"6' 1""","6' 1""","78""","74""",Orthodox,Orthodox,40%,41%,185 lbs.,7-Oct-17,L,46 of 132,34%,50 of 137, Decision - Unanimous ,51%,80 of 146,5:00,
1213,7-Dec-88,25-Sep-91,"5' 4""","5' 1""","63""","62""",Orthodox,Orthodox,41%,50%,115 lbs.,22-Sep-17,L,42 of 91,46%,47 of 96, Decision - Unanimous ,58%,242 of 355,5:00,fight
1214,19-Oct-83,1-Sep-89,"6' 0""","6' 3""","73""","76""",Orthodox,Orthodox,58%,60%,205 lbs.,22-Sep-17,W,40 of 66,60%,40 of 66, KO/TKO ,44%,21 of 46,4:45,perf
1215,23-Jul-91,11-Aug-90,"5' 7""","5' 8""","69""","69""",Southpaw,Orthodox,44%,37%,135 lbs.,22-Sep-17,W,50 of 98,51%,77 of 127, Decision - Unanimous ,56%,52 of 89,5:00,
1216,14-Apr-85,7-Oct-89,"5' 5""","5' 10""","67""","71""",Orthodox,Southpaw,39%,41%,125 lbs.,22-Sep-17,W,9 of 22,40%,12 of 27, Submission ,50%,36 of 54,4:30,
1217,22-May-84,16-Aug-90,"5' 11""","5' 11""","73""","72""",Southpaw,Orthodox,36%,42%,170 lbs.,22-Sep-17,W,27 of 86,31%,29 of 88, Decision - Split ,30%,39 of 124,5:00,
1218,8-Feb-89,28-Aug-97,"5' 4""","5' 5""","66""",--,Orthodox,Orthodox,44%,31%,115 lbs.,22-Sep-17,W,135 of 284,47%,137 of 286, Decision - Split ,27%,99 of 344,5:00,
1219,1-Dec-85,12-Feb-88,"5' 7""","5' 11""","70""","72""",Orthodox,Orthodox,58%,43%,170 lbs.,22-Sep-17,W,51 of 95,53%,97 of 152, Decision - Unanimous ,51%,53 of 99,5:00,
1220,27-Nov-91,16-Jan-85,"5' 11""","6' 3""","71""","77""",Orthodox,Orthodox,33%,41%,170 lbs.,22-Sep-17,W,63 of 183,34%,65 of 185, Decision - Unanimous ,32%,43 of 133,5:00,
1221,17-Oct-84,26-Sep-81,"6' 3""","6' 1""","77""","78""",Southpaw,Orthodox,48%,39%,205 lbs.,16-Sep-17,W,58 of 85,68%,68 of 97, KO/TKO ,44%,51 of 82,4:05,
1222,15-Sep-91,2-Oct-86,"5' 10""","5' 11""","71""","73""",Orthodox,Orthodox,47%,46%,170 lbs.,16-Sep-17,W,11 of 18,61%,11 of 18, KO/TKO ,46%,6 of 13,1:19,perf
1223,2-Feb-78,26-Jul-88,"5' 9""","6' 4""","71""","76""",Southpaw,Orthodox,46%,47%,185 lbs.,16-Sep-17,L,65 of 134,48%,68 of 137, KO/TKO ,30%,38 of 118,2:33,
1224,13-Nov-86,28-Feb-90,"5' 7""","6' 2""","71""","74""",Orthodox,Southpaw,52%,39%,155 lbs.,16-Sep-17,W,20 of 56,35%,34 of 73, Submission ,51%,27 of 50,2:11,fight
1225,11-May-87,23-Jul-82,"6' 0""","6' 0""","76""","72""",Switch,Orthodox,54%,42%,170 lbs.,16-Sep-17,W,16 of 48,33%,16 of 48, KO/TKO ,48%,13 of 27,2:48,
1226,3-Aug-87,26-Oct-84,"6' 3""","5' 8""","80""","70""",Orthodox,Southpaw,46%,46%,170 lbs.,9-Sep-17,L,1 of 5,20%,5 of 9, Submission ,81%,17 of 21,3:43,perf
1227,28-Sep-88,5-Aug-81,"6' 4""","6' 1""","80""",--,Orthodox,Orthodox,39%,42%,205 lbs.,16-Sep-17,W,36 of 126,28%,36 of 126, Decision - Split ,44%,37 of 84,5:00,
1228,11-Dec-89,23-Feb-89,"6' 0""","5' 9""","73""","70""",Orthodox,Southpaw,37%,51%,170 lbs.,16-Sep-17,L,15 of 41,36%,56 of 96, Decision - Split ,43%,47 of 78,5:00,
1229,14-Apr-80,31-Jul-90,"6' 5""","6' 7""","76""","82""",Orthodox,Orthodox,65%,35%,260 lbs.,16-Sep-17,L,0 of 1,0%,0 of 1, KO/TKO ,83%,5 of 6,0:24,
1230,19-Aug-89,31-Jul-84,"6' 1""","6' 0""","77""","79""",Southpaw,Orthodox,41%,51%,185 lbs.,16-Sep-17,L,44 of 90,48%,60 of 108, KO/TKO ,59%,26 of 44,2:25,perf
1231,23-Nov-85,20-Jul-86,"5' 11""","5' 10""","71""","71""",Orthodox,Orthodox,39%,45%,155 lbs.,16-Sep-17,L,35 of 92,38%,39 of 99, KO/TKO ,44%,50 of 104,4:55,
1232,30-May-88,7-Mar-88,"5' 8""","5' 5""","69""","66""",Orthodox,Southpaw,51%,51%,145 lbs.,9-Sep-17,W,86 of 176,48%,90 of 180, Decision - Split ,37%,85 of 209,5:00,belt
1233,9-Feb-87,6-Jan-85,"5' 4""","5' 4""","64""","65""",Orthodox,Southpaw,45%,29%,135 lbs.,9-Sep-17,W,34 of 58,58%,39 of 64, KO/TKO ,20%,5 of 25,0:25,perf
1234,28-Jul-83,17-Sep-91,"5' 10""","6' 3""","73""","79""",Orthodox,Orthodox,39%,62%,230 lbs.,9-Sep-17,W,44 of 79,55%,59 of 94, Decision - Unanimous ,57%,44 of 68,5:00,
1235,25-May-86,12-Apr-82,"5' 9""","5' 9""","71""","73""",Orthodox,Orthodox,40%,33%,145 lbs.,9-Sep-17,W,96 of 250,38%,101 of 255, Decision - Unanimous ,22%,30 of 130,5:00,fight
1236,24-Sep-80,26-Aug-91,"5' 6""","5' 8""","66""","68""",Orthodox,Orthodox,45%,36%,135 lbs.,9-Sep-17,L,29 of 58,50%,36 of 67, Submission ,80%,35 of 45,4:16,
1237,30-Apr-88,9-Jul-87,"5' 7""","5' 8""","67""","67""",Orthodox,Orthodox,34%,34%,135 lbs.,9-Sep-17,W,3 of 6,50%,5 of 9, Submission ,33%,5 of 11,2:51,
1238,17-Jun-86,12-Apr-89,"5' 6""","6' 0""","66""","70""",Southpaw,Southpaw,45%,42%,145 lbs.,9-Sep-17,L,23 of 82,28%,43 of 105, Decision - Unanimous ,59%,184 of 289,5:00,
1239,24-Nov-85,22-Oct-88,"5' 10""","6' 0""","73""","71""",Orthodox,Southpaw,34%,42%,155 lbs.,9-Sep-17,L,28 of 83,33%,34 of 90, KO/TKO ,49%,62 of 122,4:36,
1240,21-Aug-93,13-May-86,"6' 2""","6' 1""","74""","75""",Orthodox,Orthodox,43%,56%,243 lbs.,9-Sep-17,L,32 of 114,28%,54 of 137, Decision - Unanimous ,48%,60 of 96,5:00,
1241,21-Apr-84,16-Dec-82,"5' 11""","5' 10""","75""","72""",Orthodox,Southpaw,42%,38%,155 lbs.,9-Sep-17,W,26 of 63,41%,26 of 63, KO/TKO ,51%,16 of 31,0:49,
1242,24-Oct-88,18-Feb-88,"6' 7""","6' 11""","80""","84""",Orthodox,Orthodox,59%,47%,250 lbs.,2-Sep-17,W,135 of 253,53%,144 of 264, KO/TKO ,25%,41 of 162,3:30,fight
1243,17-Apr-84,22-Feb-92,"5' 11""","6' 3""","73""","80""",Orthodox,Orthodox,40%,50%,170 lbs.,2-Sep-17,W,43 of 81,53%,44 of 82, KO/TKO ,52%,34 of 58,3:10,
1244,20-Jun-77,4-Mar-87,"5' 6""","5' 4""","68""","68""",Orthodox,Orthodox,41%,42%,135 lbs.,2-Sep-17,W,57 of 127,44%,118 of 192, KO/TKO ,25%,38 of 112,4:54,
1245,25-Aug-91,3-May-89,"6' 2""","6' 0""","74""","72""",Southpaw,Southpaw,49%,48%,170 lbs.,2-Sep-17,W,23 of 51,45%,58 of 87, Decision - Unanimous ,50%,115 of 163,5:00,
1246,24-Dec-92,18-Dec-88,"6' 0""","6' 0""","74""","76""",Southpaw,Southpaw,46%,34%,185 lbs.,2-Sep-17,W,49 of 87,56%,50 of 88, Decision - Unanimous ,23%,69 of 181,5:00,
1247,8-Aug-88,8-May-84,"5' 9""","6' 0""","73""","77""",Orthodox,Orthodox,39%,50%,155 lbs.,2-Sep-17,W,2 of 4,50%,2 of 4, KO/TKO ,0%,0 of 7,1:24,perf
1248,25-Jul-81,6-Mar-94,"5' 6""","5' 8""","67""","69""",Orthodox,Orthodox,47%,41%,170 lbs.,2-Sep-17,W,26 of 48,54%,43 of 69, Submission ,33%,12 of 32,1:26,
1249,4-Nov-86,11-Oct-89,"5' 8""","5' 10""","73""","73""",Orthodox,Southpaw,34%,46%,155 lbs.,2-Sep-17,W,34 of 108,31%,35 of 109, Decision - Unanimous ,42%,53 of 119,5:00,
1250,28-Feb-80,6-Feb-92,"6' 1""","6' 4""","75""","78""",Orthodox,Orthodox,52%,52%,205 lbs.,2-Sep-17,L,24 of 55,43%,36 of 69, Decision - Unanimous ,30%,75 of 179,5:00,
1251,28-Jul-89,1-Mar-91,"5' 10""","6' 1""","69""","73""",Orthodox,Orthodox,49%,48%,145 lbs.,2-Sep-17,L,24 of 67,35%,32 of 77, Submission ,69%,70 of 97,4:22,perf
